feature_name,b7sc
MOTT HAVEN    9 A BLDG   16 B,20000006
MOTT HAVEN SITE   18 COMM CENTER,20000006
MOTT HAVEN    9 A BLDG   16 C,20000007
EXTERIOR STREET,20004401
DEEGAN EXPRESSWAY SR NB ROADBED,20004402
DEEGAN EXPWY SVC RD NB ROADBED,20004402
DEEGAN SERVICE ROAD NB ROADBED,20004402
DEEGAN SR NORTHBOUND ROADBED,20004402
EXTERIOR ST NORTHBOUND ROADBED,20004402
EXTERIOR STREET NB ROADBED,20004402
I   87 SERVICE ROAD NB ROADBED,20004402
I   87 SR NORTHBOUND ROADBED,20004402
I-   87 SERVICE ROAD NB ROADBED,20004402
I-   87 SR NORTHBOUND ROADBED,20004402
IN   87 SERVICE ROAD NB ROADBED,20004402
IN-   87 SERVICE ROAD NB ROADBED,20004402
IN-   87 SR NOTHBOUND ROADBED,20004402
INTERSTATE   87 SERVICE RD NB RB,20004402
INTERSTATE   87 SR NB ROADBED,20004402
MAJOR DEEGAN EP SVC RD NB RB,20004402
MAJOR DEEGAN EXPWY SR NB ROADBED,20004402
MAJOR DEEGAN SR NB ROADBED,20004402
MAJOR DEEGAN SVC RD NB ROADBED,20004402
GATEWAY CENTER BOULEVARD,20004404
GATEWAY CENTER BOULEVARD,20004404
ROSEDALE GARDENS BUILDING   13,20016202
ROSEDALE GARDENS BUILDING   14,20016203
ROSEDALE GARDENS BUILDING   15,20016204
ROSEDALE GARDENS BUILDING   16,20016205
TIFFANY PARK,20019001
BRONX RIVER HOUSES ADD BLDG   11,20019502
BRONX RIVER HOUSES ADD BLDG   12,20019503
49 PRECINCT,20022001
RIVERSIDE HOSPITAL STAFF BLDG,20029302
RIVERSIDE HOSPITAL NURSES BLDG,20029303
RIVERSIDE HOSPITAL NURSES HOME,20029303
RIVERSIDE HOSPITAL BOILER BLDG,20029304
RIVERSIDE HOSPITAL MORGE,20029305
RIVERSIDE HOSPITAL STAFF HOUSING,20029306
RIVERSIDE HOSPITAL DOCTORS HOME,20029307
RIVERSIDE HOSP MALE DORMATORY,20029308
RIVERSIDE HOSPITAL SERVICE BLDG,20029309
RIVERSIDE HOSPITAL COAL BUILDING,20029310
RIVERSIDE HOSP SHOP & STORAGE,20029311
RIVERSIDE HOSP SHOP AND STORAGE,20029311
RIVERSIDE HOSP TRANSFORMER BLDG,20029312
RIVERSIDE HOSPITAL TB BUILDING,20029313
RIVERSIDE TUBERCULOSIS PAVILION,20029313
MILL BROOK EXTENSION,20080301
MILL BROOK HOUSES BUILDING   10,20080301
MILL BROOK HOUSES EXTENSION,20080301
MILL BROOK PROJECTS BLDG   10,20080301
1 AVENUE,20611001
FIRST AVENUE,20611001
1 AVENUE,20611001
FIRST AVENUE,20611001
5 AVENUE,20615001
FIFTH AVENUE,20615001
5 AVENUE,20615001
FIFTH AVENUE,20615001
7 AVENUE,20617001
SEVENTH AVENUE,20617001
7 AVENUE,20617001
SEVENTH AVENUE,20617001
226 DRIVE,20695001
EAST  226 DRIVE,20695001
226 DRIVE,20695001
EAST  226 DRIVE,20695001
229 DRIVE NORTH,20703001
EAST  229 DRIVE NORTH,20703001
229 DRIVE NORTH,20703001
EAST  229 DRIVE NORTH,20703001
229 DRIVE SOUTH,20704001
EAST  229 DRIVE SOUTH,20704001
229 DRIVE SOUTH,20704001
EAST  229 DRIVE SOUTH,20704001
ABBOT STREET,20739501
ACORN PLACE,20745001
ADAMS PLACE,20752001
ADAMS STREET,20762001
ADEE AVENUE,20772001
ADEE DRIVE,20772001
ADLER PLACE,20773001
ADMIRAL COURT,20773401
ADMIRAL LANE,20773501
AGAR PLACE,20776001
ALAN PLACE,20778001
ALBANY CRESCENT,20782001
ALCOTT PLACE,20783001
ALDEN PARK,20791501
ALDEN PARK STREET,20791501
ALDEN PLACE,20792001
ALDERBROOK ROAD,20794001
ALDRICH STREET,20798001
ALDUS STREET,20802001
ALEXANDER AVENUE,20812001
ALLEN PLACE,20822001
ALLERTON AVENUE,20832001
AMETHYST STREET,20842001
AMERICAN TURNERS BEACH CLUB,20843001
AMERICAN TURNERS CLUB,20843001
AMERICAN TURNERS NEW YORK CLUB,20843001
AMERICAN TURNERS NY BEACH CLUB,20843001
AMERICAN TURNERS NY CLUB,20843001
AMERICAN TURNERS BEACH CLUB HSE,20843003
AMERICAN TURNERS BEACH CLUBHOUSE,20843003
AMERICAN TURNERS CLUB HOUSE,20843003
AMERICAN TURNERS CLUBHOUSE,20843003
AMERICAN TURNERS NEW YORK HOUSE,20843003
AMERICAN TURNERS NY CLUB HOUSE,20843003
AMERICAN TURNERS NY CLUBHOUSE,20843003
AMPERE AVENUE,20852001
A J RANIERI WAY,20852002
A RANIERI WAY,20852002
ALFRED J RANIERI WAY,20852002
ALFRED RANIERI WAY,20852002
RANIERI WAY,20852002
AMUNDSON AVENUE,20862001
ANDERSON AVENUE,20872001
ANDREWS AVENUE,20882001
ANDREWS AVENUE,20882001
ANDREWS AVENUE,20882001
ANDREWS AVENUE NORTH,20882002
ANDREWS AVENUE SOUTH,20882003
ANGELAS PLACE,20883001
ANTHONY AVENUE,20892001
ANTIN PLACE,20893001
MERCY COLLEGE PLACE,20893001
AQUEDUCT AVENUE,20902001
AQUEDUCT AVENUE,20902001
AQUEDUCT AVENUE,20902001
AQUEDUCT AVENUE EAST,20902002
AQUEDUCT AVENUE WEST,20902003
ARCHER ROAD,20912001
ARCHER STREET,20913001
ARLINGTON AVENUE,20922001
ARMAND PLACE,20928001
ARNOW AVENUE,20932001
ARNOW PLACE,20942001
ARTHUR AVENUE,20952001
A GRIFFIN PLACE,20955001
A J GRIFFIN PLACE,20955001
AJ GRIFFIN PLACE,20955001
ANTHONY J GRIFFIN PLACE,20955001
GRIFFIN PLACE,20955001
ASCH LOOP,20960001
ASCH LOOP NORTH,20960001
ASCH LOOP SOUTH,20960001
ASH LOOP,20960001
ASH LOOP NORTH,20960001
ASH LOOP SOUTH,20960001
ASTER PLACE,20961001
ASTOR AVENUE,20962001
AUSTIN PLACE,20964001
AVENUE SAINT JOHN,20972001
AVENUE SAINTJOHN,20972001
AVENUE ST JOHN,20972001
AVENUE ST JOHN'S,20972001
AVENUE ST JOHNS,20972001
SAINT JOHN AVENUE,20972001
SAINT JOHN'S AVENUE,20972001
SAINT JOHNS AVENUE,20972001
ST JOHN AVENUE,20972001
ST JOHN'S AVENUE,20972001
ST JOHNS AVENUE,20972001
B STREET,20973001
BAILEY AVENUE,20982001
BAILEY PLACE,20992001
TEDDY PLACE,21001501
BAINBRIDGE AVENUE,21002001
MOUNT SAINT URSULA PLACE,21002002
MOUNT ST URSULA PLACE,21002002
MT SAINT URSULA PLACE,21002002
MT ST URSULA PLACE,21002002
BAISLEY AVENUE,21012001
BAKER AVENUE,21022001
BALCOM AVENUE,21032001
BALDWIN STREET,21034001
BALSAM PLACE,21036001
BANES COURT,21036501
BANTA LANE,21037001
BANTAM PLACE,21038001
BANYER PLACE,21039001
BARKER AVENUE,21042001
BARKLEY AVENUE,21052001
JEFFRIES WAY,21052002
M JEFFRIES WAY,21052002
MARGE JEFFRIES WAY,21052002
BARNES AVENUE,21062001
BARNS AVENUE,21062001
A ANDERSON LANE,21062002
AMZI ANDERSON LANE,21062002
AMZI ANDY ANDERSON LANE,21062002
ANDERSON LANE,21062002
ANDY ANDERSON LANE,21062002
F WATT IV PLACE,21062003
F WATT PLACE,21062003
FELIX WATT IV PLACE,21062003
FELIX WATT PLACE,21062003
GOV F WATT IV PLACE,21062003
GOV F WATT PLACE,21062003
GOV FELIX WATT IV PLACE,21062003
GOV FELIX WATT PLACE,21062003
GOV WATT IV PLACE,21062003
GOV WATT PLACE,21062003
GOVERNOR F WATT IV PLACE,21062003
GOVERNOR F WATT PLACE,21062003
GOVERNOR FELIX WATT IV PLACE,21062003
GOVERNOR FELIX WATT PLACE,21062003
GOVERNOR WATT IV PLACE,21062003
GOVERNOR WATT PLACE,21062003
WATT IV PLACE,21062003
WATT PLACE,21062003
BARNETT PLACE,21072001
BARRETT AVENUE,21082001
FULTON FISH MARKET,21084003
HUNTS POINT FISH MARKET,21084003
HUNTS POINT TERMINAL FISH MARKET,21084003
THE FULTON FISH MARKET,21084003
HUNTS POINT PRODUCE MKT SECURITY,21084005
HUNTS PNT PRODUCE MKT BLDG B EXT,21084006
HUNTS PNT PRODUCE MKT BLDG C EXT,21084007
HUNTS POINT PRODUCE MKT BLDG A,21084008
HUNTS POINT PRODUCE MKT BLDG B,21084009
HUNTS POINT PRODUCE MKT BLDG C,21084010
HUNTS POINT PRODUCE MKT BLDG D,21084011
HUNTS POINT MEAT MARKET BLDG A,21084012
HUNTS POINT MEAT MARKET BLDG B,21084013
HUNTS POINT MEAT MARKET BLDG C,21084014
HUNTS POINT MEAT MARKET BLDG D,21084015
HUNTS POINT MEAT MKT POWER PLANT,21084015
HUNTS POINT MEAT MARKET BLDG E,21084016
HUNTS POINT MEAT MARKET BLDG F,21084017
HUNTS POINT MEAT MARKET BLDG G,21084018
BARRETTO STREET,21092001
BARRY STREET,21102001
BARTHOLDI STREET,21112001
BARTOW AVENUE,21114001
KING JR AVENUE,21114002
M L K AVENUE,21114002
M L K JR AVENUE,21114002
M L KING AVENUE,21114002
M L KING JR AVENUE,21114002
MARTIN L KING AVENUE,21114002
MARTIN L KING JR AVENUE,21114002
MARTIN LUTHER KING AVENUE,21114002
MARTIN LUTHER KING JR AVENUE,21114002
MLK AVENUE,21114002
MLK JR AVENUE,21114002
REV KING AVENUE,21114002
REV KING JR AVENUE,21114002
REV M L K AVENUE,21114002
REV M L K JR AVENUE,21114002
REV M L KING AVENUE,21114002
REV M L KING JR AVENUE,21114002
REV MARTIN L KING AVENUE,21114002
REV MARTIN L KING JR AVENUE,21114002
REV MARTIN LUTHER KING AVENUE,21114002
REV MARTIN LUTHER KING JR AVENUE,21114002
REV MLK AVENUE,21114002
REV MLK JR AVENUE,21114002
REVEREND KING AVENUE,21114002
REVEREND KING JR AVENUE,21114002
REVEREND M L K AVENUE,21114002
REVEREND M L K JR AVENUE,21114002
REVEREND M L KING AVENUE,21114002
REVEREND M L KING JR AVENUE,21114002
REVEREND MARTIN L KING AVENUE,21114002
REVEREND MARTIN L KING JR AVENUE,21114002
REVEREND MARTIN LUTHER KING AVE,21114002
REVEREND MLK AVENUE,21114002
REVEREND MLK JR AVENUE,21114002
THE REV KING AVENUE,21114002
THE REV KING JR AVENUE,21114002
THE REV M L K AVENUE,21114002
THE REV M L K JR AVENUE,21114002
THE REV M L KING AVENUE,21114002
THE REV M L KING JR AVENUE,21114002
THE REV MARTIN L KING AVENUE,21114002
THE REV MARTIN L KING JR AVENUE,21114002
THE REV MARTIN LUTHER KING AVE,21114002
THE REV MARTIN LUTHER KING JR AV,21114002
THE REV MLK AVENUE,21114002
THE REV MLK JR AVENUE,21114002
THE REVEREND KING AVENUE,21114002
THE REVEREND KING JR AVENUE,21114002
THE REVEREND M L K AVENUE,21114002
THE REVEREND M L K JR AVENUE,21114002
THE REVEREND M L KING AVENUE,21114002
THE REVEREND M L KING JR AVENUE,21114002
THE REVEREND MARTIN L KING AVE,21114002
THE REVEREND MARTIN L KING JR AV,21114002
THE REVEREND MLK AVENUE,21114002
THE REVEREND MLK JR AVENUE,21114002
BASSETT AVENUE,21122001
BASSFORD AVENUE,21132001
BATHGATE AVENUE,21142001
ENGLAND WAY,21142002
M C ENGLAND WAY,21142002
M ENGLAND WAY,21142002
MARSHALL C ENGLAND WAY,21142002
MARSHALL ENGLAND WAY,21142002
BERMUDEZ PLACE,21142003
C B BERMUDEZ PLACE,21142003
C BERMUDEZ PLACE,21142003
CARMEN B BERMUDEZ PLACE,21142003
CARMEN BERMUDEZ PLACE,21142003
BAY STREET,21151001
VICKERY LANE,21151002
BAY SHORE AVENUE,21152001
BAYSHORE AVENUE,21152001
WATERSTONE DRIVE,21157501
BAYCHESTER AVENUE,21162001
BROWN AVENUE,21162002
T BROWN AVENUE,21162002
T E BROWN AVENUE,21162002
THOMAS BROWN AVENUE,21162002
THOMAS E BROWN AVENUE,21162002
SAINT THERESA AVENUE,21162501
SAINT THERESA'S AVENUE,21162501
SAINT THERESAS AVENUE,21162501
ST THERESA AVENUE,21162501
ST THERESA'S AVENUE,21162501
ST THERESAS AVENUE,21162501
BAYCHESTER HOUSES,21165001
BAYCHESTER HOUSES COMPLEX,21165001
BAYCHESTER PROJECTS,21165001
BAYCHESTER PROJECTS COMPLEX,21165001
BAYCHESTER HOUSES BUILDING    1,21165002
BAYCHESTER PROJECTS BLDG    1,21165002
BAYCHESTER HOUSES BUILDING    2,21165003
BAYCHESTER PROJECTS BLDG    2,21165003
BAYCHESTER HOUSES BUILDING    3,21165004
BAYCHESTER PROJECTS BLDG    3,21165004
BAYCHESTER HOUSES BUILDING    4,21165005
BAYCHESTER PROJECTS BLDG    4,21165005
BAYCHESTER HOUSES BUILDING    5,21165006
BAYCHESTER PROJECTS BLDG    5,21165006
BAYCHESTER HOUSES BUILDING    6,21165007
BAYCHESTER PROJECTS BLDG    6,21165007
BAYCHESTER HOUSES BUILDING    7,21165008
BAYCHESTER PROJECTS BLDG    7,21165008
BAYCHESTER HOUSES BUILDING    8,21165009
BAYCHESTER PROJECTS BLDG    8,21165009
BAYCHESTER HOUSES BUILDING    9,21165010
BAYCHESTER PROJECTS BLDG    9,21165010
BAYCHESTER HOUSES BUILDING   10,21165011
BAYCHESTER PROJECTS BLDG   10,21165011
BAYCHESTER HOUSES BUILDING   11,21165012
BAYCHESTER PROJECTS BLDG   11,21165012
BAYCHESTER HOUSES COMMUNITY CTR,21165013
BAYCHESTER PROJ COMMUNITY CENTER,21165013
BAY VIEW AVENUE,21172001
BAYVIEW AVENUE,21172001
THROGGS NECK ADDITION BLDG   30,21175002
THROGGS NECK HOUSES BLDG   30,21175002
THROGGS NECK PROJECTS BLDG   30,21175002
THROGGS NECK ADDITION BLDG   31,21175003
THROGGS NECK HOUSES BLDG   31,21175003
THROGGS NECK PROJECTS BLDG   31,21175003
THROGGS NECK ADDITION BLDG   32,21175004
THROGGS NECK HOUSES BLDG   32,21175004
THROGGS NECK PROJECTS BLDG   32,21175004
THROGGS NECK ADDITION BLDG   33,21175005
THROGGS NECK HOUSES BLDG   33,21175005
THROGGS NECK PROJECTS BLDG   33,21175005
BEACH AVENUE,21182001
MOTT HAVEN SITE   18 BLDG    3,21189502
BEACH STREET,21191001
BEACH TERRACE,21192001
BEECH TERRACE,21192001
BETANCES VI HOUSES,21192501
DR BETANCES VI HOUSES,21192501
DR R BETANCES VI HOUSES,21192501
DR R E BETANCES VI HOUSES,21192501
DR RAMON BETANCES VI HOUSES,21192501
DR RAMON E BETANCES VI HOUSES,21192501
R BETANCES VI HOUSES,21192501
R E BETANCES VI HOUSES,21192501
RAMON BETANCES VI HOUSES,21192501
RAMON E BETANCES VI HOUSES,21192501
BETANCES VI BUILDING    1,21192502
DR BETANCES VI HOUSES BLDG    1,21192502
DR R BETANCES VI HOUSES BLG    1,21192502
R BETANCES VI HOUSES BLDG    1,21192502
R E BETANCES VI HOUSES BLDG    1,21192502
BEACON LANE,21199001
BEAUMONT AVENUE,21202001
SAINT JAMES PARK,21209001
ST JAMES PARK,21209001
SAINT JAMES PARK COMFORT STATION,21209002
ST JAMES PARK COMFORT STATION,21209002
SAINT JAMES PARK RECREATION CTR,21209003
ST JAMES PARK RECREATION CENTER,21209003
WAVE HILL,21210501
WAVE HILL ESTATE OF RIVERDALE PK,21210501
WAVE HILL PARK,21210501
WAVE HILL ARMOR HALL,21210502
WAVE HILL HOUSE & CAFE,21210502
WAVE HILL HOUSE AND CAFE,21210502
WAVE HILL KERLIN CENTER,21210502
WAVE HILL KERLIN LEARNING CENTER,21210502
WAVE HILL ECOLOGY BUILDING,21210503
WAVE HILL SHOP,21210504
WAVE HILL VISITOR CENTER & SHOP,21210504
WAVE HILL VISITOR CNTR AND SHOP,21210504
WAVE HILL VISITOR'S CENTER,21210504
WAVE HILL VISITORS CENTER,21210504
WAVE HILL ALPINE HOUSE,21210505
WAVE HILL CONSERVATORY,21210506
WAVE HILL GLYNDOR GALLERY,21210507
WAVE HILL GLYNDOR HOUSE,21210507
WILLIAMSBRIDGE OVAL,21211001
WILLIAMSBRIDGE OVAL PG,21211001
WILLIAMSBRIDGE OVAL PLAYGROUND,21211001
WILLIAMSBRIDGE OVAL PLGD,21211001
BECK STREET,21212001
BEDFORD PARK BL EAST,21222001
BEDFORD PARK BLVD EAST,21222001
BEDFORD PARK BOULEVARD,21222001
BEDFORD PARK BOULEVARD EAST,21222001
EAST BEDFORD PARK BOULEVARD,21222001
200 STREET,21222002
EAST  200 STREET,21222002
BEDFORD PARK BL WEST,21222501
BEDFORD PARK BLVD WEST,21222501
BEDFORD PARK BOULEVARD WEST,21222501
WEST BEDFORD PARK BOULEVARD,21222501
WEST  200 STREET,21222502
BEECH PLACE,21229501
BEACH TREE LANE,21231001
BEECH TREE LANE,21231001
BEEKMAN AVENUE,21232001
BELDEN STREET,21240001
BELL AVENUE,21242001
BELLAMY LOOP,21242501
BELLAMY LOOP EAST,21242501
BELLAMY LOOP NORTH,21242501
BELLAMY LOOP SOUTH,21242501
BELMONT AVENUE,21252001
J P SPOR JR WAY,21252002
J P SPOR WAY,21252002
J SPOR JR WAY,21252002
J SPOR WAY,21252002
JOSEPH P SPOR JR WAY,21252002
JOSEPH P SPOR WAY,21252002
JOSEPH SPOR JR WAY,21252002
JOSEPH SPOR WAY,21252002
SPOR JR WAY,21252002
SPOR WAY,21252002
BENCHLEY PLACE,21260001
BENEDICT AVENUE,21262001
BENSON STREET,21272001
BERGEN AVENUE,21282001
BETH ABRAHAM HOSPITAL,21287001
BETTS AVENUE,21292001
BEVY PLACE,21294001
BILLINGSLEY TERRACE,21302001
BILLINGSLY TERRACE,21302001
BIRCHALL AVENUE,21307001
BISSEL AVENUE,21309001
BIVONA STREET,21310001
BLACKROCK AVENUE,21312001
BLACKSTONE AVENUE,21317001
BLACKSTONE PLACE,21317501
BLAIR AVENUE,21319001
BLONDELL AVENUE,21322001
BOGART AVENUE,21332001
BOLLER AVENUE,21336001
BOLTON AVENUE,21341001
BOLTON STREET,21342001
BONNER PLACE,21352001
MONSIGNOR SCANLAN H S,21358001
MONSIGNOR SCANLAN HIGH SCHOOL,21358001
MONSIGNOR SCANLAN HS,21358001
MSGR SCANLAN H S,21358001
MSGR SCANLAN HIGH SCHOOL,21358001
MSGR SCANLAN HS,21358001
SCANLAN H S,21358001
SCANLAN HIGH SCHOOL,21358001
SCANLAN HS,21358001
SCANLAN H S MAIN BUILDING,21358002
SCANLAN HS MAIN BUILDING,21358002
SCANLAN H S GALLAGHER HALL,21358003
SCANLAN HS GALLAGHER HALL,21358003
SCANLAN H S SISTERS COTTAGE,21358004
SCANLAN H S SISTERS' COTTAGE,21358004
SCANLAN HS SISTERS COTTAGE,21358004
SCANLAN HS SISTERS' COTTAGE,21358004
SCANLAN H S HELENA HALL,21358005
SCANLAN HS HELENA HALL,21358005
SCANLAN H S ALUMNI BUILDING,21358006
SCANLAN HS ALUMNI BUILDING,21358006
SCANLAN H S BROTHERS CONVENT,21358007
SCANLAN H S BROTHERS' CONVENT,21358007
SCANLAN HS BROTHERS CONVENT,21358007
SCANLAN HS BROTHERS' CONVENT,21358007
N SILVERBERG FIELD HOUSE,21358008
NAT SILVERBERG FIELD HOUSE,21358008
SCANLAN H S SILVERBERG FLD HOUSE,21358008
SCANLAN HS SILVERBERG FLD HOUSE,21358008
SILVERBERG FIELD HOUSE,21358008
SCANLAN H S BUILDING    9 A,21358009
SCANLAN HS BUILDING    9 A,21358009
SCANLAN H S BUILDING    9 B,21358010
SCANLAN HS BUILDING    9 B,21358010
RODMAN'S NECK,21358501
RODMANS NECK,21358501
BOONE AVENUE,21362001
FEARN PLACE,21363501
DEPEYSTER STREET,21366501
DEPEYSTER STREET,21366501
ANGELA PLACE,21367001
MARISSA COURT,21367501
HARBOR POINT COURT,21368001
HARBOUR POINTE COURT,21368001
BORICUA VILLAGE,21368501
BORICUA VILLAGE BUILDING D,21368502
BORICUA VILLAGE BUILDING F,21368503
BORICUA VILLAGE BUILDING B,21368506
BORICUA VILLAGE BUILDING C,21368507
BORICUA VILLAGE BUILDING E,21368508
BORICUA COLLEGE,21369001
HEBREW HOME FOR THE AGED,21370001
PALISADE NURSING HOME,21370001
GILBERT PAVILION,21370002
M GILBERT PAVILION,21370002
MILTON GILBERT PAVILION,21370002
J REINGOLD PAVILION,21370003
JACOB REINGOLD PAVILION,21370003
REINGOLD PAVILION,21370003
HEBREW HOME AGED LINK BUILDING,21370004
HEBREW HOME AGED LINK PAVILION,21370004
HEBREW HOME FOR AGED LINK BLDG,21370004
HEBREW HOME FOR AGED MAINT BLDG,21370004
HEBREW HOME LINK BUILDING,21370004
HEBREW HOME LINK PAVILION,21370004
HEBREW HOME MAINTENANCE BUILDING,21370004
LINK PAVILION,21370004
J RESNICK PAVILION,21370006
JACK RESNICK PAVILION,21370006
RESNICK PAVILION,21370006
GOLDFINE PAVILION,21370007
STOLZ PAVILION,21370008
HEBREW HOME HOUSING DEVEL FUND,21370010
J & S WEILL PAVILION,21370011
J AND S WEILL PAVILION,21370011
J WEILL PAVILION,21370011
JOAN & SANFORD WEILL PAVILION,21370011
JOAN AND SANFORD WEILL PAVILION,21370011
JOAN WEILL PAVILION,21370011
S WEILL PAVILION,21370011
SANFORD WEILL PAVILION,21370011
WEILL PAVILION,21370011
RIVER WALK,21370012
RIVERWALK,21370012
HEBREW HOME BOILER BUILDING,21370013
HEBREW HOME BOILER PLANT,21370013
DEWITT CLINTON H S FIELD HOUSE,21375002
DEWITT CLINTON HS FIELD HOUSE,21375002
BOSTON POST ROAD,21382001
BOSTON ROAD,21382001
E A STEVENSON BOULEVARD,21382002
E STEVENSON BOULEVARD,21382002
EDWARD A STEVENSON BOULEVARD,21382002
EDWARD STEVENSON BOULEVARD,21382002
STEVENSON BOULEVARD,21382002
A & D CRIER PLACE,21382012
A AND D CRIER PLACE,21382012
ARTHUR & DOROTHY CRIER PLACE,21382012
ARTHUR AND DOROTHY CRIER PLACE,21382012
CRIER PLACE,21382012
BOSTON ROAD PLAZA,21383001
BOSTON ROAD PLAZA MAIN BUILDING,21383002
BOSTON ROAD PLAZA COMMUNITY CTR,21383003
BOSTON SECOR HOUSES,21384001
BOSTON SECOR HOUSES COMPLEX,21384001
BOSTON SECOR PROJECTS,21384001
BOSTON SECOR PROJECTS COMPLEX,21384001
BOSTON SECOR HOUSES BLDG    1,21384002
BOSTON SECOR PROJECTS BLDG    1,21384002
BOSTON SECOR HOUSES BLDG    2,21384003
BOSTON SECOR PROJECTS BLDG    2,21384003
BOSTON SECOR HOUSES BLDG    3,21384004
BOSTON SECOR PROJECTS BLDG    3,21384004
BOSTON SECOR HOUSES BLDG    4,21384005
BOSTON SECOR PROJECTS BLDG    4,21384005
BOSTON SECOR COMMUNITY CENTER,21384006
BOTANICAL SQUARE,21392001
BOTANICAL SQUARE,21392001
BOTANICAL SQUARE NORTH,21392002
NORTH BOTANICAL SQUARE,21392002
BOUCK AVENUE,21402001
BOWNE STREET,21409001
BOYD AVENUE,21412001
BOYNTON AVENUE,21422001
BRADFORD AVENUE,21432001
BRADEY AVENUE,21442001
BRADY AVENUE,21442001
BRANDT PLACE,21452001
BRIDGE STREET,21461001
BRIGGS AVENUE,21462001
BRINSMADE AVENUE,21469001
BRISTOW STREET,21472001
BRITTON STREET,21482001
BROADWAY,21492001
BRONX BOULEVARD,21502001
BRONX STREET,21502501
BRONX LEBANON HOSPITAL,21510001
BRONX LEBANON HOSPITAL CENTER,21510001
BX LEBANON HOSPITAL,21510001
BX LEBANON HOSPITAL CENTER,21510001
BRONX MUNICIPAL HOSPITAL,21511001
BX MUNICIPAL HOSPITAL,21511001
JACOBI HOSPITAL,21511001
JACOBI MEDICAL CENTER,21511001
JACOBY HOSPITAL,21511001
JACOBI HOSPITAL BUILDING    1,21511002
JACOBI HOSPITAL BUILDING M,21511002
JACOBI HOSPITAL MAIN BUILDING,21511002
JACOBI HOSPITAL BUILDING    2,21511003
JACOBI HOSPITAL BUILDING F,21511003
JACOBI HOSPITAL STAFF HOUSE,21511003
JACOBI HOSP ROSE F KENNEDY BLDG,21511004
JACOBI HOSP ROSE KENNEDY BLDG,21511004
JACOBI HOSPITAL BUILDING    3,21511004
JACOBI HOSPITAL KENNEDY BUILDING,21511004
JACOBI HOSPITAL R F KENNEDY BLDG,21511004
JACOBI HOSP NURSES' RESIDENCE,21511005
JACOBI HOSP NURSES'S RESIDENCE,21511005
JACOBI HOSPITAL BUILDING    4,21511005
JACOBI HOSPITAL BUILDING N,21511005
JACOBI HOSPITAL NURSES RESIDENCE,21511005
JACOBI AMBULATORY CARE PAVILION,21511006
JACOBI HOSPITAL AMBULATORY CARE,21511006
JACOBI HOSPITAL BUILDING    5,21511006
JACOBI HOSPITAL VAN ETTEN BLDG,21511006
JACOBI HOSPITAL AUDITORIUM,21511007
JACOBI HOSPITAL BUILDING    6,21511007
JACOBI HOSPITAL BUILDING G,21511007
JACOBI HOSPITAL BUILDING    7,21511008
JACOBI HOSPITAL BUILDING D,21511008
JACOBI HOSPITAL STEWARD'S BLDG,21511008
JACOBI HOSPITAL STEWARDS BLDG,21511008
JACOBI HOSPITAL STEWARDS' BLDG,21511008
JACOBI HOSPITAL STORE HOUSE,21511008
JACOBI HOSPITAL STOREHOUSE,21511008
JACOBI HOSPITAL BOILER HOUSE,21511009
JACOBI HOSPITAL BOILERHOUSE,21511009
JACOBI HOSPITAL BUILDING    8,21511009
JACOBI HOSPITAL BUILDING B,21511009
JACOBI HOSPITAL BUILDING    9,21511010
JACOBI HOSPITAL BUILDING C,21511010
JACOBI HOSPITAL LAUNDRY BUILDING,21511010
JACOBI HOSPITAL STORAGE BUILDING,21511010
JACOBI HOSP SHOPS & EMS GARAGE,21511011
JACOBI HOSP SHOPS AND EMS GARAGE,21511011
JACOBI HOSPITAL BUILDING   10,21511011
JACOBI HOSPITAL BUILDING E,21511011
JACOBI HOSPITAL EMS GARAGE,21511011
JACOBI HOSPITAL SHOPS,21511011
BRONX PARK AVENUE,21512001
BX PARK AVENUE,21512001
BRONX PARK EAST,21522001
BX PARK EAST,21522001
PARK EAST,21522001
BRONX PARK SOUTH,21532001
BX PARK SOUTH,21532001
BRONXCHESTER HOUSE,21541701
BRONX RIV AVENUE,21542001
BRONX RIVER AVENUE,21542001
BRONX RIVR AVENUE,21542001
BRX RIVER AVENUE,21542001
BX RIV AVENUE,21542001
BX RIVER AVENUE,21542001
BX RIVR AVENUE,21542001
BRONX RIVER HOUSES,21542201
BRONX RIVER HOUSES COMPLEX,21542201
BRONX RIVER PROJECTS,21542201
BRONX RIVER PROJECTS COMPLEX,21542201
BRONX RIVER HOUSES BUILDING    1,21542202
BRONX RIVER PROJECTS BLDG    1,21542202
BRONX RIVER HOUSES BUILDING    2,21542203
BRONX RIVER PROJECTS BLDG    2,21542203
BRONX RIVER HOUSES BUILDING    3,21542204
BRONX RIVER PROJECTS BLDG    3,21542204
BRONX RIVER HOUSES BUILDING    4,21542205
BRONX RIVER PROJECTS BLDG    4,21542205
BRONX RIVER HOUSES BUILDING    5,21542206
BRONX RIVER PROJECTS BLDG    5,21542206
BRONX RIVER HOUSES BUILDING    6,21542207
BRONX RIVER PROJECTS BLDG    6,21542207
BRONX RIVER HOUSES BUILDING    7,21542208
BRONX RIVER PROJECTS BLDG    7,21542208
BRONX RIVER HOUSES BUILDING    8,21542209
BRONX RIVER PROJECTS BLDG    8,21542209
BRONX RIVER HOUSES BUILDING    9,21542210
BRONX RIVER PROJECTS BLDG    9,21542210
BRONX RIVER HOUSES BUILDING   10,21542211
